Date,Category,Payment Mode,Description,Amount Paid,Cashback,Month
2023-07-09,Bills,Cash,Cable TV subscription,251.06,37.66,July
2023-07-14,Entertainment,Online,Amusement park entry fee,466.46,46.65,July
2023-07-29,Bills,CardTransaction,Internet service provider charge,75.35,3.77,July
2023-07-25,Bills,Online,Internet service provider charge,457.51,45.75,July
2023-07-13,Food,Netbanking,Dinner at Italian restaurant,466.56,23.33,July
2023-07-26,Groceries,CardTransaction,Cooking Essentials,13.21,0.66,July
2023-07-21,Transportation,Cash,Train ticket to downtown,478.41,71.76,July
2023-07-03,Bills,Cash,Water utility bill,68.82,10.32,July
2023-07-01,Groceries,Cash,Kitchen items,452.69,67.9,July
2023-07-06,Entertainment,Netbanking,Concert ticket purchase,451.13,22.56,July
2023-07-22,Entertainment,CardTransaction,Streaming service subscription,147.45,7.37,July
2023-07-08,Entertainment,Online,Concert ticket purchase,101.83,10.18,July
2023-07-16,Food,Netbanking,Dinner at Italian restaurant,283.48,14.17,July
2023-07-09,Bills,Cash,Water utility bill,179.07,26.86,July
2023-07-20,Transportation,Online,Taxi fare,467.16,46.72,July
2023-07-04,Bills,CardTransaction,Water utility bill,111.27,5.56,July
2023-07-05,Groceries,UPI,Dairy products,171.47,8.57,July
2023-07-18,Groceries,Cash,Cooking Essentials,266.14,39.92,July
2023-07-09,Entertainment,Online,Concert ticket purchase,361.12,36.11,July
2023-07-28,Bills,Cash,Internet service provider charge,43.95,6.59,July
2023-07-31,Subscriptions,CardTransaction,LinkedIn,449.25,22.46,July
2023-07-19,Food,Cash,Pizza order,278.44,41.77,July
2023-07-22,Healthcare,Online,Pharmacy medication purchase,366.83,36.68,July
2023-07-02,Entertainment,Netbanking,Streaming service subscription,283.79,14.19,July
2023-07-03,Food,UPI,Bakery purchase,31.02,1.55,July
2023-07-19,Subscriptions,UPI,Spotify,174.34,8.72,July
2023-07-19,Healthcare,Online,Health insurance premium,256.03,25.6,July
2023-07-16,Entertainment,UPI,Concert ticket purchase,75.32,3.77,July
2023-07-19,Healthcare,UPI,Doctor consultation fee,183.57,9.18,July
2023-07-27,Transportation,Cash,Monthly bus pass,229.28,34.39,July
2023-07-05,Subscriptions,Cash,Netflix,204.21,30.63,July
2023-07-07,Subscriptions,Netbanking,Spotify,236.43,11.82,July
2023-07-10,Bills,Online,Electricity bill payment,440.13,44.01,July
2023-07-17,Bills,Online,Water utility bill,46.87,4.69,July
2023-07-05,Subscriptions,Cash,Disney Hotstar,54.11,8.12,July
2023-07-04,Food,Netbanking,Pizza order,441.63,22.08,July
2023-07-23,Transportation,Online,Gas station refill,264.48,26.45,July
2023-07-03,Bills,Cash,Electricity bill payment,388.31,58.25,July
2023-07-26,Healthcare,Netbanking,Pharmacy medication purchase,266.93,13.35,July
2023-07-21,Transportation,Online,Taxi fare,82.31,8.23,July
2023-07-10,Bills,UPI,Mobile phone bill,351.16,17.56,July
2023-07-31,Entertainment,Netbanking,Concert ticket purchase,358.09,17.9,July
2023-07-14,Healthcare,Netbanking,Optician eyewear purchase,53.23,2.66,July
2023-07-04,Food,Online,Coffee at cafe,153.39,15.34,July
2023-07-25,Entertainment,Online,Concert ticket purchase,489.27,48.93,July
2023-07-18,Groceries,Cash,Meat and fish,296.27,44.44,July
2023-07-29,Healthcare,Online,Doctor consultation fee,394.58,39.46,July
2023-07-08,Transportation,UPI,Ride-sharing service payment,246.9,12.35,July
2023-07-14,Entertainment,CardTransaction,Movie theater ticket,295.12,14.76,July
2023-07-17,Groceries,Cash,Cooking Essentials,191.59,28.74,July
2023-07-12,Subscriptions,CardTransaction,Amazon Prime Membership,36.37,1.82,July
2023-07-11,Food,Netbanking,Grocery shopping at local market,113.56,5.68,July
2023-07-21,Bills,Online,Cable TV subscription,257.82,25.78,July
2023-07-19,Entertainment,Online,Concert ticket purchase,277.09,27.71,July
2023-07-28,Food,Online,Dinner at Italian restaurant,419.93,41.99,July
2023-07-01,Subscriptions,Cash,Spotify,427.45,64.12,July
2023-07-29,Bills,UPI,Cable TV subscription,31.11,1.56,July
2023-07-10,Subscriptions,Netbanking,Amazon Prime Membership,370.28,18.51,July
2023-07-01,Entertainment,Netbanking,Amusement park entry fee,96.63,4.83,July
2023-07-22,Subscriptions,UPI,LinkedIn,400.03,20.0,July
2023-07-30,Food,Cash,Dinner at Italian restaurant,253.59,38.04,July
2023-07-11,Subscriptions,Online,LinkedIn,362.64,36.26,July
2023-07-19,Transportation,Cash,Gas station refill,421.97,63.3,July
2023-07-06,Subscriptions,Online,LinkedIn,308.72,30.87,July
2023-07-16,Healthcare,Netbanking,Pharmacy medication purchase,450.39,22.52,July
2023-07-21,Food,UPI,Grocery shopping at local market,347.17,17.36,July
2023-07-07,Food,CardTransaction,Dinner at Italian restaurant,318.94,15.95,July
2023-07-20,Entertainment,CardTransaction,Bookstore purchase,231.82,11.59,July
2023-07-18,Groceries,UPI,Dairy products,256.68,12.83,July
2023-07-17,Healthcare,UPI,Pharmacy medication purchase,65.03,3.25,July
2023-07-25,Subscriptions,Netbanking,Spotify,29.9,1.5,July
2023-07-13,Healthcare,CardTransaction,Optician eyewear purchase,107.25,5.36,July
2023-07-30,Groceries,CardTransaction,Kitchen items,188.85,9.44,July
2023-07-28,Bills,CardTransaction,Internet service provider charge,72.31,3.62,July
2023-07-26,Groceries,Netbanking,Snacks and Drinks,356.73,17.84,July
2023-07-25,Healthcare,UPI,Doctor consultation fee,99.49,4.97,July
2023-07-05,Healthcare,CardTransaction,Health insurance premium,448.05,22.4,July
2023-07-03,Food,CardTransaction,Pizza order,113.48,5.67,July
2023-07-02,Bills,Cash,Mobile phone bill,376.97,56.55,July
2023-07-26,Transportation,Online,Gas station refill,449.8,44.98,July
2023-07-17,Transportation,Cash,Ride-sharing service payment,113.65,17.05,July
2023-07-27,Transportation,CardTransaction,Ride-sharing service payment,145.09,7.25,July
2023-07-05,Subscriptions,Online,Spotify,227.7,22.77,July
2023-07-28,Healthcare,CardTransaction,Health insurance premium,179.1,8.96,July
2023-07-01,Healthcare,Netbanking,Optician eyewear purchase,457.7,22.89,July
2023-07-22,Bills,UPI,Internet service provider charge,392.35,19.62,July
2023-07-15,Subscriptions,Cash,Spotify,48.3,7.24,July
2023-07-10,Transportation,Cash,Monthly bus pass,231.04,34.66,July
2023-07-19,Food,CardTransaction,Bakery purchase,269.58,13.48,July
2023-07-04,Transportation,Online,Monthly bus pass,294.86,29.49,July
2023-07-22,Groceries,Cash,Snacks and Drinks,322.67,48.4,July
2023-08-23,Entertainment,CardTransaction,Movie theater ticket,39.93,2.0,August
2023-08-04,Healthcare,Online,Pharmacy medication purchase,86.28,8.63,August
2023-08-16,Bills,UPI,Electricity bill payment,373.76,18.69,August
2023-08-22,Subscriptions,UPI,LinkedIn,487.98,24.4,August
2023-08-28,Healthcare,Cash,Pharmacy medication purchase,91.91,13.79,August
2023-08-04,Healthcare,Online,Optician eyewear purchase,419.84,41.98,August
2023-08-26,Entertainment,Online,Amusement park entry fee,231.24,23.12,August
2023-08-16,Healthcare,Cash,Health insurance premium,225.6,33.84,August
2023-08-30,Food,UPI,Bakery purchase,319.71,15.99,August
2023-08-25,Food,UPI,Grocery shopping at local market,188.35,9.42,August
2023-08-22,Entertainment,Online,Concert ticket purchase,475.88,47.59,August
2023-08-15,Transportation,Online,Ride-sharing service payment,37.49,3.75,August
2023-08-04,Entertainment,Cash,Amusement park entry fee,380.02,57.0,August
2023-08-03,Food,Netbanking,Bakery purchase,93.48,4.67,August
2023-08-26,Food,UPI,Grocery shopping at local market,122.72,6.14,August
2023-08-13,Groceries,Netbanking,Meat and fish,247.18,12.36,August
2023-08-12,Groceries,Netbanking,Dairy products,84.46,4.22,August
2023-08-12,Food,Netbanking,Grocery shopping at local market,349.7,17.48,August
2023-08-31,Transportation,UPI,Ride-sharing service payment,36.0,1.8,August
2023-08-11,Transportation,Netbanking,Taxi fare,279.64,13.98,August
2023-08-09,Entertainment,UPI,Bookstore purchase,35.64,1.78,August
2023-08-02,Food,UPI,Coffee at cafe,364.59,18.23,August
2023-08-15,Food,Online,Dinner at Italian restaurant,481.34,48.13,August
2023-08-28,Food,Cash,Coffee at cafe,442.52,66.38,August
2023-08-06,Healthcare,UPI,Pharmacy medication purchase,172.03,8.6,August
2023-08-28,Bills,UPI,Internet service provider charge,387.14,19.36,August
2023-08-04,Food,CardTransaction,Pizza order,43.44,2.17,August
2023-08-19,Food,Cash,Dinner at Italian restaurant,430.36,64.55,August
2023-08-16,Transportation,UPI,Taxi fare,306.48,15.32,August
2023-08-30,Bills,CardTransaction,Internet service provider charge,344.13,17.21,August
2023-08-30,Groceries,CardTransaction,Kitchen items,428.73,21.44,August
2023-08-21,Groceries,Online,Kitchen items,47.35,4.74,August
2023-08-12,Healthcare,UPI,Health insurance premium,336.09,16.8,August
2023-08-10,Food,Online,Bakery purchase,94.72,9.47,August
2023-08-27,Entertainment,CardTransaction,Amusement park entry fee,186.13,9.31,August
2023-08-02,Food,UPI,Coffee at cafe,303.94,15.2,August
2023-08-09,Food,CardTransaction,Pizza order,269.46,13.47,August
2023-08-01,Bills,Cash,Water utility bill,159.14,23.87,August
2023-08-23,Subscriptions,CardTransaction,Disney Hotstar,405.26,20.26,August
2023-08-25,Subscriptions,Cash,Spotify,221.6,33.24,August
2023-08-19,Groceries,CardTransaction,Meat and fish,88.82,4.44,August
2023-08-26,Groceries,UPI,Kitchen items,342.67,17.13,August
2023-08-09,Bills,Netbanking,Cable TV subscription,385.71,19.29,August
2023-08-23,Subscriptions,CardTransaction,Amazon Prime Membership,438.79,21.94,August
2023-08-15,Food,UPI,Dinner at Italian restaurant,225.41,11.27,August
2023-08-26,Food,UPI,Coffee at cafe,23.89,1.19,August
2023-08-29,Food,UPI,Pizza order,379.88,18.99,August
2023-08-24,Entertainment,Online,Concert ticket purchase,365.64,36.56,August
2023-08-28,Subscriptions,Online,LinkedIn,375.59,37.56,August
2023-08-22,Bills,UPI,Mobile phone bill,45.43,2.27,August
2023-08-01,Transportation,Online,Taxi fare,216.0,21.6,August
2023-08-14,Food,Cash,Grocery shopping at local market,309.71,46.46,August
2023-08-21,Food,Online,Bakery purchase,407.86,40.79,August
2023-08-02,Subscriptions,CardTransaction,Amazon Prime Membership,53.09,2.65,August
2023-08-06,Healthcare,CardTransaction,Dental clinic payment,25.01,1.25,August
2023-08-26,Transportation,Online,Taxi fare,152.15,15.22,August
2023-08-17,Healthcare,CardTransaction,Health insurance premium,108.54,5.43,August
2023-08-21,Healthcare,CardTransaction,Doctor consultation fee,132.14,6.61,August
2023-08-03,Bills,Netbanking,Internet service provider charge,18.17,0.91,August
2023-08-09,Groceries,Cash,Meat and fish,318.61,47.79,August
2023-08-12,Subscriptions,UPI,LinkedIn,87.59,4.38,August
2023-08-27,Bills,UPI,Mobile phone bill,345.68,17.28,August
2023-08-18,Entertainment,Online,Concert ticket purchase,90.55,9.05,August
2023-08-25,Food,Netbanking,Grocery shopping at local market,389.32,19.47,August
2023-08-10,Subscriptions,CardTransaction,Netflix,167.65,8.38,August
2023-08-03,Food,Netbanking,Pizza order,386.68,19.33,August
2023-08-26,Transportation,Netbanking,Train ticket to downtown,414.76,20.74,August
2023-08-15,Bills,Netbanking,Mobile phone bill,212.94,10.65,August
2023-08-23,Transportation,CardTransaction,Gas station refill,70.17,3.51,August
2023-08-16,Healthcare,Netbanking,Health insurance premium,127.06,6.35,August
2023-08-02,Subscriptions,UPI,Disney Hotstar,19.39,0.97,August
2023-08-23,Bills,CardTransaction,Cable TV subscription,246.99,12.35,August
2023-08-10,Groceries,UPI,Snacks and Drinks,405.21,20.26,August
2023-08-31,Entertainment,UPI,Bookstore purchase,387.01,19.35,August
2023-08-14,Healthcare,Netbanking,Doctor consultation fee,282.7,14.13,August
2023-08-27,Entertainment,CardTransaction,Amusement park entry fee,452.89,22.64,August
2023-08-31,Subscriptions,Online,Amazon Prime Membership,344.16,34.42,August
2023-08-03,Transportation,Cash,Gas station refill,346.02,51.9,August
2023-08-22,Entertainment,Online,Amusement park entry fee,113.13,11.31,August
2023-08-12,Healthcare,Netbanking,Doctor consultation fee,74.52,3.73,August
2023-08-04,Food,CardTransaction,Bakery purchase,102.23,5.11,August
2023-08-26,Food,Cash,Pizza order,400.62,60.09,August
2023-08-28,Bills,Netbanking,Electricity bill payment,362.8,18.14,August
2023-08-04,Entertainment,Cash,Movie theater ticket,349.3,52.4,August
2023-08-27,Food,CardTransaction,Coffee at cafe,377.55,18.88,August
2023-08-14,Food,CardTransaction,Dinner at Italian restaurant,445.96,22.3,August
2023-08-06,Groceries,CardTransaction,Kitchen items,155.05,7.75,August
2023-08-30,Healthcare,CardTransaction,Health insurance premium,19.28,0.96,August
2023-08-04,Subscriptions,CardTransaction,Amazon Prime Membership,404.91,20.25,August
2023-08-14,Subscriptions,UPI,Netflix,295.96,14.8,August
2023-08-17,Entertainment,UPI,Movie theater ticket,465.2,23.26,August
2023-08-15,Food,UPI,Coffee at cafe,119.55,5.98,August
2023-08-19,Healthcare,Netbanking,Optician eyewear purchase,304.84,15.24,August
2023-08-21,Bills,Netbanking,Cable TV subscription,421.84,21.09,August
2023-08-09,Entertainment,UPI,Streaming service subscription,425.08,21.25,August
2023-08-26,Food,UPI,Pizza order,409.41,20.47,August
2023-08-23,Healthcare,Online,Doctor consultation fee,290.77,29.08,August
2023-08-07,Subscriptions,Online,Spotify,169.46,16.95,August
2023-08-07,Food,UPI,Grocery shopping at local market,361.66,18.08,August
2023-08-22,Groceries,Netbanking,Cooking Essentials,416.8,20.84,August
2023-08-25,Healthcare,Online,Health insurance premium,171.1,17.11,August
2023-08-31,Bills,Online,Water utility bill,158.04,15.8,August
2023-08-19,Healthcare,UPI,Optician eyewear purchase,498.62,24.93,August
2023-08-05,Bills,UPI,Electricity bill payment,165.94,8.3,August
2023-08-16,Subscriptions,Online,Disney Hotstar,116.97,11.7,August
2023-08-22,Subscriptions,Netbanking,LinkedIn,146.46,7.32,August
2023-08-04,Entertainment,Online,Bookstore purchase,232.56,23.26,August
2023-08-31,Groceries,UPI,Cooking Essentials,89.39,4.47,August
2023-08-31,Food,Online,Bakery purchase,19.21,1.92,August
2023-08-04,Entertainment,UPI,Amusement park entry fee,317.45,15.87,August
2023-08-05,Food,Online,Coffee at cafe,116.2,11.62,August
2023-08-23,Healthcare,Netbanking,Dental clinic payment,285.64,14.28,August
2023-08-17,Food,Online,Grocery shopping at local market,335.38,33.54,August
2023-08-19,Transportation,CardTransaction,Ride-sharing service payment,375.22,18.76,August
2023-08-15,Entertainment,Netbanking,Amusement park entry fee,316.59,15.83,August
2023-08-29,Entertainment,Online,Streaming service subscription,133.53,13.35,August
2023-08-27,Subscriptions,Netbanking,Amazon Prime Membership,178.49,8.92,August
2023-08-16,Entertainment,UPI,Amusement park entry fee,196.1,9.8,August
2023-08-30,Healthcare,CardTransaction,Doctor consultation fee,338.22,16.91,August
2023-08-02,Transportation,Cash,Train ticket to downtown,259.61,38.94,August
2023-08-09,Groceries,CardTransaction,Snacks and Drinks,184.78,9.24,August
2023-08-07,Subscriptions,Netbanking,Netflix,314.43,15.72,August
2023-08-16,Subscriptions,CardTransaction,Spotify,492.65,24.63,August
2023-08-26,Healthcare,Netbanking,Health insurance premium,442.84,22.14,August
2023-08-11,Bills,CardTransaction,Electricity bill payment,366.42,18.32,August
2023-08-18,Groceries,Netbanking,Dairy products,364.21,18.21,August
2023-08-27,Healthcare,Cash,Health insurance premium,117.62,17.64,August
2023-08-19,Transportation,Cash,Ride-sharing service payment,443.48,66.52,August
2023-08-14,Entertainment,Online,Movie theater ticket,40.59,4.06,August
2023-08-08,Healthcare,CardTransaction,Health insurance premium,419.81,20.99,August
2023-08-24,Subscriptions,Online,Disney Hotstar,55.48,5.55,August
2023-08-10,Transportation,Cash,Gas station refill,142.06,21.31,August
2023-08-25,Groceries,UPI,Meat and fish,56.52,2.83,August
2023-08-17,Transportation,Online,Monthly bus pass,74.36,7.44,August
2023-08-07,Groceries,UPI,Dairy products,349.14,17.46,August
2023-08-22,Subscriptions,CardTransaction,Netflix,303.87,15.19,August
2023-08-30,Subscriptions,Online,Netflix,488.8,48.88,August
2023-08-29,Subscriptions,UPI,Disney Hotstar,259.03,12.95,August
2023-08-11,Subscriptions,Cash,Disney Hotstar,490.76,73.61,August
2023-08-21,Healthcare,Netbanking,Health insurance premium,153.51,7.68,August
2023-08-03,Healthcare,CardTransaction,Dental clinic payment,92.76,4.64,August
2023-08-08,Food,Online,Bakery purchase,409.44,40.94,August
2023-08-19,Healthcare,Cash,Dental clinic payment,402.22,60.33,August
2023-08-16,Food,Netbanking,Pizza order,115.85,5.79,August
2023-08-16,Entertainment,UPI,Amusement park entry fee,402.47,20.12,August
2023-08-30,Transportation,Cash,Taxi fare,136.25,20.44,August
2023-08-10,Healthcare,Cash,Dental clinic payment,252.82,37.92,August
2023-08-12,Entertainment,Online,Bookstore purchase,121.75,12.18,August
2023-08-24,Subscriptions,CardTransaction,Amazon Prime Membership,79.57,3.98,August
2023-08-09,Entertainment,CardTransaction,Concert ticket purchase,74.45,3.72,August
2023-08-26,Transportation,CardTransaction,Taxi fare,170.79,8.54,August
2023-08-06,Food,Online,Dinner at Italian restaurant,330.3,33.03,August
2023-08-23,Entertainment,Cash,Streaming service subscription,476.75,71.51,August
2023-08-11,Subscriptions,UPI,LinkedIn,401.94,20.1,August
2023-08-19,Transportation,Online,Gas station refill,190.36,19.04,August
2023-08-16,Bills,Online,Internet service provider charge,485.58,48.56,August
2023-08-16,Groceries,CardTransaction,Snacks and Drinks,262.59,13.13,August
2023-08-27,Entertainment,Netbanking,Movie theater ticket,497.4,24.87,August
2023-08-26,Entertainment,UPI,Amusement park entry fee,272.57,13.63,August
2023-08-13,Healthcare,CardTransaction,Doctor consultation fee,22.19,1.11,August
2023-08-05,Healthcare,Netbanking,Pharmacy medication purchase,160.7,8.04,August
2023-08-08,Healthcare,Cash,Optician eyewear purchase,136.8,20.52,August
2023-08-06,Entertainment,Online,Streaming service subscription,299.65,29.96,August
2023-08-12,Food,Cash,Bakery purchase,485.11,72.77,August
2023-08-07,Entertainment,Cash,Bookstore purchase,132.66,19.9,August
2023-08-25,Groceries,UPI,Cooking Essentials,224.47,11.22,August
2023-08-09,Entertainment,UPI,Streaming service subscription,285.65,14.28,August
2023-08-12,Groceries,Netbanking,Dairy products,112.38,5.62,August
2023-08-31,Transportation,Netbanking,Gas station refill,465.32,23.27,August
2023-08-04,Healthcare,Online,Optician eyewear purchase,291.88,29.19,August
2023-08-31,Groceries,Cash,Cooking Essentials,156.25,23.44,August
2023-08-12,Transportation,Netbanking,Monthly bus pass,82.19,4.11,August
2023-08-13,Subscriptions,CardTransaction,Spotify,102.51,5.13,August
2023-08-04,Groceries,CardTransaction,Dairy products,327.6,16.38,August
2023-08-16,Groceries,Cash,Snacks and Drinks,385.68,57.85,August
2023-08-05,Food,Online,Dinner at Italian restaurant,430.94,43.09,August
2023-08-05,Bills,CardTransaction,Water utility bill,128.5,6.43,August
2023-08-04,Groceries,Netbanking,Cooking Essentials,459.16,22.96,August
2023-08-22,Entertainment,UPI,Streaming service subscription,143.22,7.16,August
2023-08-24,Subscriptions,Online,Amazon Prime Membership,289.19,28.92,August
2023-09-22,Entertainment,CardTransaction,Movie theater ticket,42.19,2.11,September
2023-09-03,Food,UPI,Pizza order,156.79,7.84,September
2023-09-12,Entertainment,Cash,Bookstore purchase,30.28,4.54,September
2023-09-13,Bills,UPI,Internet service provider charge,67.32,3.37,September
2023-09-28,Healthcare,Online,Optician eyewear purchase,449.79,44.98,September
2023-09-19,Entertainment,CardTransaction,Amusement park entry fee,77.51,3.88,September
2023-09-30,Transportation,Cash,Train ticket to downtown,416.52,62.48,September
2023-09-17,Entertainment,Netbanking,Streaming service subscription,436.55,21.83,September
2023-09-20,Subscriptions,CardTransaction,Netflix,358.44,17.92,September
2023-09-15,Food,Online,Bakery purchase,38.19,3.82,September
2023-09-21,Food,Online,Coffee at cafe,286.7,28.67,September
2023-09-16,Bills,Netbanking,Electricity bill payment,254.73,12.74,September
2023-09-13,Transportation,Cash,Train ticket to downtown,10.08,1.51,September
2023-09-24,Subscriptions,Online,Disney Hotstar,222.24,22.22,September
2023-09-25,Entertainment,Online,Streaming service subscription,140.11,14.01,September
2023-09-05,Food,CardTransaction,Coffee at cafe,392.93,19.65,September
2023-09-27,Healthcare,Cash,Doctor consultation fee,102.24,15.34,September
2023-09-29,Bills,CardTransaction,Water utility bill,185.96,9.3,September
2023-09-22,Entertainment,Online,Amusement park entry fee,273.63,27.36,September
2023-09-07,Groceries,CardTransaction,Snacks and Drinks,84.98,4.25,September
2023-09-05,Healthcare,Netbanking,Optician eyewear purchase,34.06,1.7,September
2023-09-21,Healthcare,Netbanking,Pharmacy medication purchase,238.07,11.9,September
2023-09-02,Entertainment,Cash,Amusement park entry fee,182.74,27.41,September
2023-09-07,Healthcare,Netbanking,Optician eyewear purchase,424.75,21.24,September
2023-09-03,Food,Netbanking,Pizza order,493.7,24.69,September
2023-09-09,Healthcare,Online,Doctor consultation fee,165.5,16.55,September
2023-09-17,Healthcare,Netbanking,Dental clinic payment,94.93,4.75,September
2023-09-06,Transportation,UPI,Gas station refill,389.89,19.49,September
2023-09-08,Transportation,UPI,Ride-sharing service payment,386.26,19.31,September
2023-09-14,Groceries,UPI,Meat and fish,224.69,11.23,September
2023-09-03,Food,UPI,Dinner at Italian restaurant,381.36,19.07,September
2023-09-16,Entertainment,Online,Concert ticket purchase,444.88,44.49,September
2023-09-05,Healthcare,Cash,Optician eyewear purchase,107.72,16.16,September
2023-09-28,Healthcare,Online,Health insurance premium,134.99,13.5,September
2023-09-08,Entertainment,Online,Amusement park entry fee,263.63,26.36,September
2023-09-14,Entertainment,UPI,Concert ticket purchase,78.89,3.94,September
2023-09-03,Bills,CardTransaction,Internet service provider charge,481.03,24.05,September
2023-09-27,Food,CardTransaction,Grocery shopping at local market,492.81,24.64,September
2023-09-28,Entertainment,CardTransaction,Amusement park entry fee,288.68,14.43,September
2023-09-15,Bills,Netbanking,Electricity bill payment,178.88,8.94,September
2023-09-12,Entertainment,UPI,Concert ticket purchase,242.71,12.14,September
2023-09-26,Entertainment,Cash,Streaming service subscription,379.35,56.9,September
2023-09-16,Entertainment,Cash,Amusement park entry fee,439.41,65.91,September
2023-09-28,Groceries,Online,Dairy products,489.63,48.96,September
2023-09-19,Healthcare,Online,Dental clinic payment,491.71,49.17,September
2023-09-18,Healthcare,UPI,Optician eyewear purchase,200.5,10.03,September
2023-09-13,Healthcare,CardTransaction,Optician eyewear purchase,217.49,10.87,September
2023-09-07,Entertainment,Netbanking,Movie theater ticket,185.91,9.3,September
2023-09-11,Bills,Cash,Electricity bill payment,464.9,69.73,September
2023-09-07,Subscriptions,Cash,Disney Hotstar,366.96,55.04,September
2023-09-30,Entertainment,CardTransaction,Bookstore purchase,369.41,18.47,September
2023-09-08,Bills,CardTransaction,Internet service provider charge,119.36,5.97,September
2023-09-25,Bills,Online,Water utility bill,329.3,32.93,September
2023-09-16,Subscriptions,Online,Netflix,162.59,16.26,September
2023-09-19,Healthcare,Online,Health insurance premium,496.19,49.62,September
2023-09-25,Healthcare,Online,Optician eyewear purchase,12.43,1.24,September
2023-09-19,Groceries,Cash,Meat and fish,305.29,45.79,September
2023-09-09,Food,Online,Dinner at Italian restaurant,20.12,2.01,September
2023-09-06,Entertainment,UPI,Amusement park entry fee,365.75,18.29,September
2023-09-23,Subscriptions,UPI,Spotify,326.23,16.31,September
2023-09-22,Bills,Online,Electricity bill payment,174.11,17.41,September
2023-09-08,Subscriptions,Online,Disney Hotstar,483.76,48.38,September
2023-09-19,Transportation,CardTransaction,Gas station refill,417.58,20.88,September
2023-09-05,Transportation,Online,Ride-sharing service payment,376.32,37.63,September
2023-09-07,Healthcare,Cash,Doctor consultation fee,300.54,45.08,September
2023-09-22,Entertainment,UPI,Concert ticket purchase,348.56,17.43,September
2023-09-18,Subscriptions,Netbanking,Netflix,482.58,24.13,September
2023-09-03,Healthcare,Cash,Pharmacy medication purchase,376.03,56.4,September
2023-09-16,Groceries,Online,Cooking Essentials,181.97,18.2,September
2023-09-13,Subscriptions,Netbanking,Disney Hotstar,150.89,7.54,September
2023-09-08,Entertainment,Online,Bookstore purchase,480.33,48.03,September
2023-09-05,Subscriptions,Online,LinkedIn,269.68,26.97,September
2023-09-27,Subscriptions,Online,Amazon Prime Membership,277.97,27.8,September
2023-09-26,Transportation,Online,Monthly bus pass,74.17,7.42,September
2023-09-12,Transportation,Cash,Train ticket to downtown,117.08,17.56,September
2023-09-19,Groceries,Netbanking,Snacks and Drinks,74.17,3.71,September
2023-09-16,Entertainment,UPI,Amusement park entry fee,23.15,1.16,September
2023-09-07,Healthcare,UPI,Dental clinic payment,240.69,12.03,September
2023-09-19,Healthcare,Online,Pharmacy medication purchase,450.37,45.04,September
2023-09-10,Subscriptions,Netbanking,Disney Hotstar,443.16,22.16,September
2023-09-06,Groceries,Cash,Snacks and Drinks,128.02,19.2,September
2023-09-16,Healthcare,Online,Optician eyewear purchase,329.71,32.97,September
2023-09-30,Entertainment,Cash,Streaming service subscription,404.35,60.65,September
2023-09-05,Transportation,Online,Gas station refill,199.13,19.91,September
2023-09-21,Subscriptions,UPI,LinkedIn,393.43,19.67,September
2023-09-22,Groceries,Netbanking,Kitchen items,287.28,14.36,September
2023-09-09,Transportation,UPI,Gas station refill,412.31,20.62,September
2023-09-02,Transportation,Netbanking,Gas station refill,19.68,0.98,September
2023-09-27,Groceries,Netbanking,Meat and fish,253.99,12.7,September
2023-09-06,Entertainment,UPI,Movie theater ticket,47.25,2.36,September
2023-09-22,Food,Online,Dinner at Italian restaurant,36.13,3.61,September
2023-09-04,Healthcare,CardTransaction,Doctor consultation fee,353.94,17.7,September
2023-09-09,Bills,Online,Electricity bill payment,244.15,24.42,September
2023-09-05,Transportation,Netbanking,Ride-sharing service payment,309.23,15.46,September
2023-09-06,Groceries,Cash,Meat and fish,432.99,64.95,September
2023-09-14,Bills,Cash,Internet service provider charge,417.54,62.63,September
2023-09-27,Subscriptions,UPI,Netflix,66.14,3.31,September
2023-09-09,Groceries,Online,Meat and fish,385.41,38.54,September
2023-09-25,Bills,UPI,Cable TV subscription,36.07,1.8,September
2023-09-30,Healthcare,Cash,Doctor consultation fee,181.08,27.16,September
2023-09-28,Bills,CardTransaction,Mobile phone bill,62.94,3.15,September
2023-09-24,Bills,UPI,Cable TV subscription,242.9,12.15,September
2023-09-21,Food,CardTransaction,Pizza order,131.94,6.6,September
2023-09-03,Entertainment,CardTransaction,Movie theater ticket,390.88,19.54,September
2023-09-07,Groceries,Cash,Kitchen items,127.1,19.06,September
2023-09-12,Food,UPI,Bakery purchase,90.11,4.51,September
2023-09-22,Transportation,Cash,Train ticket to downtown,276.15,41.42,September
2023-09-24,Entertainment,CardTransaction,Bookstore purchase,453.1,22.66,September
2023-09-03,Subscriptions,UPI,Netflix,21.6,1.08,September
2023-09-26,Groceries,Cash,Dairy products,313.52,47.03,September
2023-09-19,Healthcare,Netbanking,Optician eyewear purchase,471.6,23.58,September
2023-09-17,Healthcare,UPI,Optician eyewear purchase,345.02,17.25,September
2023-09-19,Subscriptions,Online,Disney Hotstar,151.96,15.2,September
2023-09-03,Healthcare,UPI,Pharmacy medication purchase,368.86,18.44,September
2023-09-06,Groceries,CardTransaction,Cooking Essentials,150.82,7.54,September
2023-09-02,Healthcare,UPI,Health insurance premium,308.63,15.43,September
2023-09-25,Entertainment,Online,Amusement park entry fee,41.71,4.17,September
2023-09-19,Subscriptions,CardTransaction,Amazon Prime Membership,470.3,23.52,September
2023-09-06,Entertainment,CardTransaction,Concert ticket purchase,166.46,8.32,September
